,census_tract,lat,lon,ZCTA5,pop9,median_fam_inc_9,median_hh_inc_9,median_house_value_9,median_rent_9,median_fam_inc_0,median_hh_inc_0,median_house_value_0,median_rent_0,median_fam_inc_1,median_hh_inc_1,median_house_value_1,median_rent_1,rent_units_9,rent_units_0,rent_units_1
1229,36061012900,40.7650139,-73.99981170000001,10036.0,3672,36034,30094,0,673,41992,52745,0,1299,95132,76082,807900,1766,1641,1991,2640
1230,36061013000,40.7727364,-73.96473320000001,10021.0,4679,150001,113045,500001,948,200001,171146,1000001,1326,250001,232768,1000001,1634,925,852,677
1231,36061013100,40.7623458,-73.98235340000001,10019.0,2269,54612,31054,187500,756,85388,52386,0,1128,208750,101799,722600,2001,1409,1321,1625
1232,36061013200,40.7693047,-73.9500032,10075.0,9359,77118,46710,493810,689,119125,65285,0,1170,146742,72258,675700,1633,5057,5508,5204
1233,36061013300,40.7647381,-73.98803520000001,10019.0,5361,27500,26816,0,479,55556,50688,0,914,87679,75931,775900,1579,2840,3137,3192
1234,36061013400,40.77170170000001,-73.9561658,10021.0,9878,78817,43970,500001,741,126077,66578,1000001,1156,163688,100653,680600,1744,4900,4932,4424
1235,36061013500,40.7702629,-73.99597179999999,10019.0,3868,25280,17860,0,405,31664,25253,0,529,38527,33654,0,869,1672,1570,3466
1236,36061013600,40.7725278,-73.9480644,10028.0,16136,88298,51776,493660,786,127927,68920,0,1205,179038,92956,912400,1742,6712,6521,6004
1237,36061013700,40.765207000000004,-73.9802337,10019.0,7049,85197,49321,500001,1001,153303,80934,0,1663,177576,117242,879400,2001,3720,3307,2838
1238,36061013800,40.7749216,-73.953815,10028.0,12237,71073,42071,487500,772,144292,70730,383300,1213,143714,93307,729300,1690,5861,5816,5123
1239,36061013900,40.767292299999994,-73.98617109999999,10019.0,9943,53426,35921,87500,660,87059,56507,0,1091,143348,74886,746100,1686,5993,5690,4800
1240,36061014000,40.7759141,-73.95821,10028.0,7732,140630,69504,500001,908,180766,97430,1000001,1349,238699,154920,1000001,1867,2454,2279,1878
1241,36061014200,40.7772742,-73.96142569999999,10028.0,5098,150001,108898,500001,934,200001,145979,1000001,1393,250001,222829,1000001,2001,1087,974,808
1242,36061014300,40.7814695,-73.9667842,,83,30729,30729,0,175,0,18750,0,0,0,0,1000001,0,19,0,0
1243,36061014401,40.775248600000005,-73.947552,10028.0,5001,86424,56348,337500,795,143223,84046,1000001,1235,200893,126518,668400,2001,1585,1638,1518
1244,36061014402,40.7762339,-73.9453767,10128.0,6546,109767,52843,500001,838,123538,67055,1000001,1216,206402,90156,1000001,1729,2976,3015,2724
1245,36061014500,40.7698085,-73.98425490000001,10023.0,3267,107946,71334,225000,1001,161030,102582,0,2001,207045,126406,932100,2001,1477,1641,1829
1246,36061014601,40.7771918,-73.952161,10028.0,3310,72542,40503,500001,809,126141,60589,0,1318,166429,89846,713200,1838,1990,2462,2334
1247,36061014602,40.7788148,-73.950975,10128.0,7328,78144,46393,500001,822,107546,70370,0,1288,205250,100410,691700,1831,3684,4026,3614
1248,36061014700,40.771328499999996,-73.9888036,10019.0,691,60982,41091,0,382,93164,68750,0,1174,172917,92891,1000001,1457,399,632,1198
1249,36061014801,40.7788416,-73.9560743,10028.0,3275,110205,73047,0,860,176170,90391,1000001,1356,219028,144167,1000001,2001,1018,1023,857
1250,36061014802,40.7810927,-73.9544321,10128.0,6060,110497,58552,0,871,191631,89713,1000001,1236,182303,103203,1000001,1864,2489,2456,2218
1251,36061014900,40.772354299999996,-73.9824834,10023.0,5031,117578,58858,0,1001,151389,96588,0,1523,249167,127672,1000001,1919,2428,2317,2082
1252,36061015001,40.7801987,-73.9592834,10028.0,2259,138426,92214,500001,984,200001,127126,0,1308,250001,126591,1000001,1909,625,449,440
1253,36061015002,40.7824499,-73.9576478,10128.0,6053,150001,147567,500001,1001,200001,166209,1000001,1548,234938,170486,1000001,2001,688,637,544
1254,36061015100,40.7755489,-73.99210790000001,10023.0,3099,24106,21445,0,291,45776,42119,0,969,55272,45880,483800,894,1105,2261,3739
1255,36061015200,40.7789143,-73.9394523,10128.0,7464,52073,35937,0,561,60581,50993,0,833,84356,69899,902300,1356,3152,3399,2984
1256,36061015300,40.7748578,-73.9806658,10023.0,8517,93864,53912,0,867,200001,94583,1000001,1379,250001,126701,1000001,2001,3619,3536,3175
1257,36061015400,40.7813494,-73.9491245,10128.0,12991,60205,41733,245300,708,78271,58761,569400,1038,120491,82000,593400,1528,6383,6479,5758
1258,36061015500,40.778546899999995,-73.990183,10069.0,7983,63322,42195,0,558,98881,66010,228650,930,203192,104643,662600,2001,2661,2008,2153
1259,36061015601,40.783568599999995,-73.9475024,10128.0,4673,42829,37725,0,1001,52083,53153,0,1386,103177,86118,606300,1965,2516,2888,2898
1260,36061015602,40.7851821,-73.9463253,10029.0,1503,14821,13750,0,273,14907,15069,0,458,30417,39375,1000001,675,571,651,924
1261,36061015700,40.7774175,-73.9787896,10023.0,11255,75417,41605,275000,631,130122,71839,1000001,1086,206324,102031,946100,1586,5803,4904,4349
1262,36061015801,40.7842784,-73.9521037,10128.0,5430,98603,60652,500001,874,177019,92940,1000001,1343,250001,136378,991400,1888,1660,1698,1486
1263,36061015802,40.786524299999996,-73.95046500000001,10029.0,2134,33447,34056,0,533,99117,51648,0,1201,96250,74496,225000,1959,811,1436,1531
1264,36061015900,40.780384399999996,-73.9870937,10023.0,9842,71237,40721,0,595,112828,73081,936418,1001,209405,117984,893200,1654,4177,3735,2822
1265,36061016001,40.7856349,-73.9553223,10128.0,4030,150001,106996,500001,847,200001,152728,1000001,1323,250001,189936,1000001,2001,639,622,408
1266,36061016002,40.7878787,-73.9536853,10029.0,3613,54337,39094,287500,522,65600,58619,0,790,166500,78583,1000001,1338,1125,962,726
1267,36061016100,40.779949200000004,-73.9771934,10023.0,6870,83585,46133,350000,696,136037,69262,0,1156,202868,118167,1000001,1826,3511,3365,2949
1268,36061016200,40.7887495,-73.93914840000001,10029.0,10603,17639,15992,0,341,26496,23211,0,460,34737,30016,751500,582,3586,3405,3561
1269,36061016300,40.7835282,-73.9860998,10024.0,7694,87612,45053,499704,663,148926,78706,999407,1098,204375,100617,926300,1747,3615,2924,2583
1270,36061016400,40.7877141,-73.9444745,10029.0,6033,14042,11353,0,267,17403,14830,0,263,32191,31903,0,601,2105,2140,2353
1271,36061016500,40.782357700000006,-73.97499870000001,10024.0,7278,105127,55635,275000,699,155509,89811,1000001,1173,217727,122056,1000001,1861,2823,2439,2072
1272,36061016600,40.7893746,-73.94835929999999,10029.0,6074,17460,16449,0,327,26277,26670,1000001,515,31895,34491,903800,947,2218,2568,2866
1273,36061016700,40.786463299999994,-73.9835804,10024.0,7380,83685,48658,499861,700,149678,93325,999722,1361,198750,134196,1000001,1785,2830,2498,2143
1274,36061016800,40.791051,-73.95134499999999,10029.0,4730,16094,14419,0,272,26667,22061,0,357,24500,22246,1000001,427,1639,1532,1508
1275,36061016900,40.7851959,-73.9731195,10024.0,8802,66352,46663,500001,658,125459,75000,1000001,1145,168201,104530,945000,1762,3855,3577,3205
1276,36061017000,40.7909025,-73.9421468,10029.0,6627,23786,19358,0,337,33193,27168,32500,537,47965,39611,455300,846,2351,2765,2938
1277,36061017100,40.7888138,-73.9827681,10024.0,10106,77464,46874,291628,628,177531,72225,112472,1078,178065,117474,1000001,1557,4029,3491,2774
1278,36061017200,40.793827,-73.9451333,10029.0,4496,11477,11292,0,331,22072,19107,42188,474,33850,26853,1000001,723,1567,1684,2068
1279,36061017300,40.7877705,-73.9712361,10024.0,9124,60436,42201,500001,605,123912,71969,1000001,1126,202926,101162,1000001,1748,3998,4046,3599
1280,36061017401,40.7948875,-73.948576,10029.0,5232,19492,18979,67500,329,24332,24861,0,483,28872,25809,583300,717,1532,1825,1828
1281,36061017402,40.7968026,-73.94716240000001,10029.0,2877,20705,18750,0,434,28190,26175,0,715,26875,25938,0,893,1017,775,849
1282,36061017500,40.791537,-73.9799727,10024.0,11165,79442,52138,0,626,147481,87019,393709,1091,195587,123771,1000001,1729,4003,3430,3120
1283,36061017700,40.7903083,-73.9693891,10025.0,10724,55000,35147,500001,477,61029,46154,0,627,82949,52727,907300,847,3821,3391,3025
1284,36061017800,40.7940929,-73.93279790000001,10029.0,3436,13986,13568,29500,350,23444,23284,250000,584,34517,33705,543900,978,1201,1573,1531
1285,36061017900,40.7943257,-73.9790063,10025.0,10296,58269,37803,499871,598,86932,59636,0,975,151000,72650,1000001,1181,4460,4068,3544
1286,36061018000,40.7944017,-73.939595,10029.0,7122,10203,8775,0,268,15873,13705,0,389,22189,23311,758300,550,2377,2512,2669
1287,36061018100,40.7925562,-73.96774599999999,10025.0,10015,47708,39636,500001,566,66707,53222,1000001,743,112617,73169,720500,1032,4135,3682,3333
1288,36061018200,40.7983211,-73.9418511,10029.0,7094,14411,13059,14999,274,18568,16058,1000001,396,25035,22395,0,517,2393,2368,2461
1289,36061018300,40.796795700000004,-73.97690970000001,10025.0,10115,50424,34601,499864,631,74903,53230,0,962,120714,79453,958900,1565,4655,3973,3563
1290,36061018400,40.7996841,-73.94506870000001,10029.0,5826,14142,12061,0,281,17270,14103,0,284,30952,27236,372400,573,1988,2223,2773
1291,36061018500,40.7945001,-73.9663636,10025.0,3769,63262,43580,0,573,105537,56810,0,792,164833,78966,824600,1234,2035,1714,1813
1292,36061018600,40.7991059,-73.9497088,10026.0,6316,13889,11466,0,265,14889,14008,0,317,19192,18189,0,517,2144,1991,1982
1293,36061018700,40.7995846,-73.97524179999999,10025.0,9635,51435,34226,499856,605,78079,54977,999711,956,132868,69917,1000001,1470,4303,3890,3248
1294,36061018800,40.7975948,-73.9372599,10035.0,4477,16984,14926,137500,399,20377,16716,0,523,36559,34375,484400,808,1464,1980,2144
1295,36061018900,40.7973281,-73.96425079999999,10025.0,12806,22574,20246,273300,351,25021,23836,1000001,473,39490,27568,777300,673,4564,4501,4306
1296,36061019000,40.801961600000006,-73.94761940000001,10026.0,1804,12411,8856,0,267,17841,16623,450000,458,75284,54135,602400,752,700,799,817
1297,36061019100,40.8015309,-73.97222099999999,10025.0,9388,59111,39836,499852,577,83826,56836,0,909,119022,82732,775100,1312,3622,3173,2935
1298,36061019200,40.799559,-73.92941540000001,10035.0,3750,11096,11284,0,237,13875,9320,0,200,19983,16157,1000001,433,1279,1195,1271
1299,36061019300,40.8005051,-73.9619564,10025.0,9027,23365,24426,0,404,31944,34360,0,653,47357,40597,523900,1020,3351,3629,3455
1300,36061019400,40.800465100000004,-73.935186,10035.0,6515,13463,11649,0,282,18623,16507,0,283,17057,16851,791700,479,2090,2179,2277
1301,36061019500,40.803998299999996,-73.9704542,10025.0,8112,38993,33426,0,530,88158,56196,999657,875,114638,80809,906400,1402,3023,2964,2677
1302,36061019600,40.8028054,-73.9385762,10035.0,3902,16305,8257,0,261,18224,9829,0,323,33220,18361,1000001,479,1596,1341,1532
1303,36061019701,40.805311100000004,-73.9593993,10025.0,45,36250,36250,0,1001,200001,14688,0,175,104444,96094,0,2001,1,7,306
1304,36061019702,40.802189,-73.9579879,10026.0,1414,27625,30313,500001,316,37974,26029,275000,600,55195,59091,465700,1074,411,761,767
1305,36061019800,40.804302500000006,-73.9423627,10035.0,782,18750,14943,67500,306,20893,21480,162500,642,79013,51042,382600,1006,351,543,528
1306,36061019900,40.8065718,-73.9687947,10025.0,9984,50942,33256,0,617,84329,49752,0,933,111968,52715,786400,1381,3371,2870,2700
1307,36061020000,40.8057859,-73.9452336,10027.0,2378,23825,19198,280000,318,46316,24091,196700,500,53485,47530,1000001,759,1028,1090,1042
1308,36061020101,40.8064355,-73.9602048,10027.0,1288,41389,34764,0,711,111803,59479,0,884,120972,81648,383300,1589,298,309,256
1309,36061020102,40.8050511,-73.9566329,10026.0,2455,13875,12023,0,326,26357,23146,0,517,47626,37798,466300,958,946,1366,1373
1310,36061020300,40.8086693,-73.9615616,10027.0,2652,46771,19968,0,509,50583,34702,0,945,42115,34353,1000001,1439,712,512,695
1311,36061020500,40.8110985,-73.9671098,10024.0,6567,62872,34874,0,641,110411,73718,0,1037,157250,118750,706800,1638,1876,1211,1004
1312,36061020600,40.8082917,-73.9387853,10035.0,1945,15880,14884,17500,276,32981,25714,240600,468,38000,31389,513400,760,800,906,1103
1313,36061020701,40.808977500000005,-73.95846,10027.0,2984,43708,22115,162500,607,49653,32273,0,919,65338,36953,897700,1402,1481,1332,1268
1314,36061020800,40.8096485,-73.942008,10027.0,2909,20655,13636,114400,317,33362,24729,404500,536,44911,35466,904800,790,1157,1703,1791
1315,36061020901,40.811557799999996,-73.95500320000001,10027.0,3306,19145,11837,0,287,18029,14310,225000,364,26504,21979,116900,458,1251,1320,1388
1316,36061021000,40.8135899,-73.9353306,10037.0,7329,18879,17614,0,416,26611,25624,0,551,42196,36922,229200,677,3045,2969,2733
1317,36061021100,40.815982899999995,-73.9631123,10027.0,9341,29199,27341,137430,421,34754,34951,0,620,62046,48957,473400,969,3289,3388,3305
1318,36061021200,40.8137611,-73.9390015,10037.0,4071,21970,18913,0,406,33810,29563,0,570,70643,54012,622600,937,2273,2199,2424
1319,36061021303,40.814558700000006,-73.9531391,10027.0,4265,14011,11012,0,329,27376,25140,0,540,52135,40512,193800,943,1694,1682,2097
1320,36061021400,40.8177989,-73.93618409999999,10037.0,3564,26642,22725,0,421,40463,25788,0,560,47321,35768,0,852,1842,1911,1851
1321,36061021500,40.8135272,-73.9494713,10027.0,2986,19592,12789,0,330,21745,18134,0,539,34076,26750,272700,817,1133,1129,1186
1322,36061021600,40.8006768,-73.954388,10026.0,7604,15868,12609,0,323,29468,25236,0,549,44559,40833,662900,851,2788,2765,2600
1323,36061021703,40.8179349,-73.94975629999999,10027.0,1368,24175,19794,86533,351,27862,21424,196665,517,0,0,0,0,598,632,3
1324,36061021800,40.8032221,-73.95252409999999,10026.0,4258,11014,9115,0,283,28191,22246,0,461,44056,37026,669200,849,1662,1908,2353
1325,36061021900,40.8185149,-73.9602435,10027.0,5240,18191,14162,4210,315,20821,17877,0,434,20793,18869,114800,535,1727,2279,1994
1326,36061022000,40.8057836,-73.95065699999999,10027.0,4065,15577,11466,254000,313,29648,21123,475000,442,46106,35313,719300,831,1853,2032,1950
1327,36061022102,40.8186544,-73.94618620000001,10030.0,1408,21985,19450,187500,329,33534,30185,183700,582,67829,41000,595000,870,780,846,770
1328,36061022200,40.8083402,-73.94878759999999,10027.0,1920,16528,11913,42500,294,24451,16744,625000,432,35353,31087,847200,791,851,1047,921
1329,36061022301,40.8220415,-73.9579264,10031.0,8711,16069,17301,0,399,24841,26815,0,551,29343,24690,357600,856,2293,2170,2169
1330,36061022302,40.8209453,-73.95927940000001,10031.0,3676,22421,11959,0,324,25232,17448,0,497,19972,17923,0,692,1373,1486,1404
1331,36061022400,40.8111222,-73.9469598,10027.0,5872,14983,12121,126100,273,17026,15900,625000,360,23885,18253,350000,533,2243,2379,2440
1332,36061022500,40.825191100000005,-73.95722690000001,10031.0,11062,21603,21374,212323,409,31926,28728,0,574,34835,32813,133900,865,3093,3026,3035
1333,36061022600,40.8134305,-73.9448116,10027.0,3337,16316,14500,90000,294,16949,17766,187500,502,40774,33794,1000001,828,1638,1703,1548
1334,36061022700,40.8229663,-73.94646209999999,10031.0,4222,22539,19188,324658,391,33864,24526,516050,555,49231,36250,1000001,997,1566,1731,1754
1335,36061022800,40.815929700000005,-73.9432453,10030.0,4546,20082,10500,154200,277,29609,16444,186300,489,42385,32218,707900,797,1739,1906,1897
1336,36061022900,40.8270566,-73.9542898,10031.0,8452,19837,18285,70243,418,23912,21736,349717,580,36446,34713,169100,931,2898,2713,2678
1337,36061023000,40.8184725,-73.9413896,10030.0,7450,14419,8693,363000,303,22242,16958,457100,425,31947,21927,1000001,690,2985,3146,3182
1338,36061023100,40.825830200000006,-73.94409350000001,10031.0,4895,20026,17698,85900,381,27880,25272,387500,583,39961,37220,740400,911,2101,1977,2219
1339,36061023200,40.8210133,-73.9395318,10030.0,6457,11385,8923,0,266,20520,18013,0,444,28103,22955,240500,609,2255,2957,2888
1340,36061023300,40.82824,-73.9541632,10031.0,5691,25505,19370,15393,397,25929,23854,315114,622,30772,31264,1000001,1025,2168,2075,2114
1341,36061023400,40.823733700000005,-73.9386672,10039.0,3635,16538,15274,0,342,24250,20257,0,537,39493,40371,415000,938,1549,1523,1796
1342,36061023501,40.8289967,-73.94183520000001,10031.0,6798,21471,20519,247328,376,26099,24223,294109,551,39153,34679,242300,938,2799,2724,2066
1343,36061023502,40.8278881,-73.9389277,10039.0,1297,8058,10764,0,329,21250,16094,0,529,37962,24866,0,808,691,810,780
1344,36061023600,40.8243024,-73.93558540000001,10039.0,6334,31588,20070,0,402,29097,23047,0,522,42717,36791,282300,731,2513,2257,2454
1345,36061023700,40.8325614,-73.9512113,10031.0,6749,25430,19267,87373,371,24136,22165,151379,587,34649,34016,119100,950,2546,2437,2373
1346,36061023801,40.75139,-73.959515,10044.0,2239,54930,44518,0,881,60473,49976,0,1166,80909,62156,222900,1637,683,764,3525
1347,36061023802,40.76961370000001,-73.94166059999999,10044.0,1527,54930,44518,0,881,60473,49976,0,1166,166042,109375,0,2001,470,525,479
1348,36061023900,40.8323409,-73.9410559,10032.0,1947,26437,12500,37500,327,21702,17841,0,541,35606,20731,196400,868,921,1047,884
1349,36061024000,40.790889,-73.9202473,10035.0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,36061024100,40.8356768,-73.94966490000002,10032.0,7675,28013,22229,157426,411,31866,26489,1395,601,54597,41018,399400,897,2833,2921,2547
1351,36061024200,40.80591879999999,-73.93347750000001,10035.0,3138,13042,9754,0,307,17404,16825,0,359,34559,21276,0,515,989,964,1217
1352,36061024301,40.8360035,-73.93876879999999,10032.0,3730,19007,16956,151100,402,23036,24219,52500,619,36122,29344,1000001,919,1215,1271,1322
1353,36061024302,40.831669500000004,-73.937431,10039.0,5532,19280,15718,0,316,12681,11482,0,262,22695,16505,1000001,345,1889,1859,2568
1354,36061024500,40.8366323,-73.9420916,10032.0,15205,17680,18200,0,421,25490,25631,0,599,33574,34802,254500,894,4666,4521,4563
1355,36061024700,40.8393482,-73.94788790000001,10032.0,7418,24780,22337,0,454,31426,30204,623658,647,35227,34604,481900,944,2326,2353,2231
1356,36061024900,40.8391263,-73.9364494,10032.0,1396,16458,17656,0,397,17500,20197,0,494,48264,29500,56200,811,393,341,366
1357,36061025100,40.8403421,-73.9399256,10032.0,3691,17292,12540,0,380,21419,21354,275000,573,32538,33561,0,765,848,855,772
1358,36061025300,40.842896,-73.9383779,10032.0,12841,21290,20448,112500,438,28550,26899,0,623,38219,35244,78200,1004,3793,3741,3683
1359,36061025500,40.848172999999996,-73.9460145,10032.0,6307,30176,29776,0,542,43829,35235,0,741,46202,40294,611700,1238,2351,2292,2105
1360,36061025700,40.8084355,-73.95407409999999,10027.0,3241,22303,12528,162204,331,19400,21530,411306,540,55625,50979,722300,904,1034,1111,1139
1361,36061025900,40.8232145,-73.9423562,10039.0,1868,11208,8084,0,275,14839,15121,0,533,46295,51536,581300,891,870,786,960
1362,36061026100,40.8457845,-73.9344554,10033.0,12599,17801,16383,162500,421,25532,25712,0,572,37711,30987,121300,873,3515,3570,3553
1363,36061026300,40.846822700000004,-73.9374753,10033.0,8680,20629,20390,0,470,31959,30297,0,689,25049,24859,170100,956,2828,2851,2783
1364,36061026500,40.849618400000004,-73.9400607,10033.0,7493,25829,25966,0,487,31672,28560,0,703,48466,41144,387000,1087,2496,2569,2268
1365,36061026700,40.8502185,-73.928708,10033.0,1770,15703,14348,0,464,19729,19947,0,687,39000,23393,0,942,718,675,627
1366,36061026900,40.850556700000006,-73.9309745,10033.0,9960,17263,16629,118300,408,21916,22279,187500,587,30042,26362,330000,913,2506,2618,2475
1367,36061027100,40.851939200000004,-73.9342905,10033.0,8106,22195,21039,0,453,32491,32168,0,670,41935,38125,536000,1022,2786,2835,2674
1368,36061027300,40.8539297,-73.93741120000001,10033.0,6072,44931,32179,162500,495,55287,46418,0,824,115875,62631,441100,1238,2562,2538,2369
1369,36061027500,40.8542596,-73.941482,10034.0,2823,47034,35016,0,534,70571,55392,62975,850,106500,75750,578000,1441,1007,875,721
1370,36061027700,40.855429,-73.9273911,10040.0,7614,17067,19248,0,428,23640,25087,0,635,31597,27373,0,886,2181,2054,2063
1371,36061027900,40.855838399999996,-73.9316629,10040.0,11175,20678,21261,162500,456,28220,30387,275000,651,36948,36731,386800,994,3759,3954,3613
1372,36061028100,40.8570766,-73.93450440000001,10040.0,2885,45570,34528,0,523,54311,46918,0,802,115923,80714,398200,1399,1297,1141,938
1373,36061028300,40.8588309,-73.92892359999999,10040.0,7223,29167,24634,0,433,29398,26238,0,636,43902,37252,233700,925,2747,2739,2497
1374,36061028500,40.8615305,-73.9280159,10040.0,8133,18521,19235,0,420,21580,21023,0,595,27181,26229,0,899,2553,2693,2652
1375,36061028700,40.863902,-73.9344225,10034.0,3709,23789,21057,0,461,27813,30011,0,696,35433,48651,443800,1105,1539,1511,1572
1376,36061029100,40.8643049,-73.92393759999999,10034.0,12549,16905,16544,0,422,22610,21826,0,607,31781,31525,181600,927,3652,3624,3596
1377,36061029300,40.8659234,-73.92012,10034.0,9356,17262,17182,0,428,21181,21678,0,618,36076,35945,0,943,2939,2901,2912
1378,36061029500,40.8675294,-73.92493590000001,10034.0,6693,35943,26846,0,440,41061,35069,0,713,49899,51045,357800,1081,2994,3120,2890
1379,36061029700,40.8724974,-73.928619,10034.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,36061029900,40.866511100000004,-73.9152694,10034.0,2764,24178,22179,55000,383,27844,23272,0,457,28227,21909,137500,523,1005,1034,1450
1381,36061030300,40.869217299999995,-73.9186597,10034.0,3801,28750,26795,0,468,37083,38149,0,744,39375,48962,368600,1098,1618,1694,1591
1382,36061030700,40.8712704,-73.916675,10034.0,3377,55837,39154,350000,487,54185,47994,0,779,82391,63269,342800,1220,1210,1306,1012
1383,36061030900,40.8758391,-73.9104054,10463.0,7692,22896,20816,169000,450,26356,25754,185400,594,35000,35769,359700,806,2748,2693,3195
1384,36061031100,40.8467157,-73.9297379,10033.0,3228,21132,18297,21956,343,18414,16189,0,340,0,0,0,0,1129,1131,1
1385,36061031703,40.718053000000005,-74.01684300000001,10282.0,3034,92329,71762,498588,998,135310,107537,0,1933,202743,159969,1000001,2001,1493,2001,3646
1386,36061031704,40.7087093,-74.018973,10280.0,2531,92228,71699,498156,997,135263,107514,0,1933,169167,151815,784500,2001,1245,1670,1537
1387,36061031900,40.702533200000005,-74.0167192,10004.0,13,5071,4889,33965,68,94221,83042,0,1996,0,0,0,0,2,17,1
1388,36081000100,40.7422074,-73.9436183,11101.0,487,41868,40955,99639,642,106944,77394,55,1105,146250,117750,450500,2001,3,141,2102
1389,36081000200,40.693308200000004,-73.8661652,11421.0,2320,41902,33750,181200,640,39891,38333,171200,720,51836,50761,478400,1306,419,468,490
1390,36081000400,40.689685600000004,-73.8647709,11421.0,3227,34673,32772,156200,623,47770,41845,174500,810,66889,59775,442000,1192,547,795,699
1391,36081000600,40.68590820000001,-73.8637277,11421.0,2733,38229,35285,157600,602,45000,45225,160800,813,43854,49017,455600,1294,388,513,568
1392,36081000700,40.7448438,-73.9514092,11101.0,3632,36145,26838,198556,516,43286,45585,186668,785,66848,59407,738100,1295,1424,1605,1746
1393,36081000800,40.6873473,-73.85825870000001,11421.0,2465,50734,45250,163300,615,48723,37201,172600,842,69940,65404,449200,1323,276,391,408
1394,36081001000,40.69074929999999,-73.85929870000001,11421.0,2521,40673,36106,151100,645,51152,45694,180500,832,59531,58537,491100,1124,492,511,536
1395,36081001200,40.6942784,-73.8608412,11421.0,2877,44375,37083,177600,527,50000,40529,187100,756,62115,57885,513700,1221,676,754,773
1396,36081001400,40.6950749,-73.8552543,11421.0,2593,48244,42557,163400,551,55064,46014,193100,828,62950,58438,519800,1225,501,628,644
1397,36081001600,40.6897177,-73.8548395,11421.0,1915,40278,36929,154900,558,54139,51250,163500,747,46531,46473,447100,1292,217,263,344
1398,36081001800,40.6902842,-73.8520187,11421.0,2392,42409,37708,161600,552,55909,47841,163900,811,68171,55270,433000,1089,417,471,430
1399,36081001900,40.7486417,-73.94506729999999,11101.0,886,25708,20551,72318,383,44505,32776,214391,630,73214,73690,534300,1569,297,319,279
1400,36081002000,40.6913899,-73.84953359999999,11421.0,903,47750,41765,167600,607,71071,62813,169600,791,55404,53818,425600,963,115,143,211
1401,36081002200,40.6959809,-73.85057590000001,11421.0,1851,50988,39049,194700,589,57500,47031,202600,755,61406,44286,613300,1148,472,539,454
1402,36081002400,40.6972088,-73.8465709,11418.0,1728,50196,42625,170200,679,49907,50893,197300,773,77642,72402,433600,1151,283,382,336
1403,36081002500,40.7550657,-73.9450541,11101.0,8039,13918,10227,0,183,13797,11055,0,261,26281,18775,261400,469,3044,2453,3063
1404,36081002600,40.697260299999996,-73.8430922,11418.0,1572,48711,41250,181500,590,48542,42378,250000,760,90656,81291,590500,1039,227,257,273
1405,36081002800,40.692431899999995,-73.84439880000001,11418.0,2287,37255,33281,180300,604,41213,37135,166800,761,60567,57778,486300,1128,441,557,564
1406,36081003000,40.6916999,-73.84729490000001,11421.0,1165,42232,36687,182500,595,63056,58750,185400,834,100500,52813,439300,1273,147,181,186
1407,36081003100,40.7531761,-73.93390440000002,11101.0,1308,27685,27884,218689,547,34519,33819,171596,730,33542,39554,653800,1430,395,492,400
1408,36081003200,40.687357399999996,-73.8467704,11416.0,1155,37104,35030,163400,666,51087,45000,183400,811,61417,72670,479600,1188,182,200,246
1409,36081003300,40.754387799999996,-73.9380943,11101.0,1956,31577,31116,117957,648,35264,35556,188147,749,54969,55625,467500,1232,594,572,683
1410,36081003400,40.6847732,-73.858187,11416.0,1646,41324,38594,158500,690,41023,38370,170000,785,59931,58021,447700,1400,203,305,306
1411,36081003600,40.6837714,-73.8568176,11416.0,2418,29574,27756,133100,540,46483,43438,167800,851,58125,52656,547000,1378,479,478,566
1412,36081003700,40.76330479999999,-73.9432058,11106.0,62,781,454,976,9,15143,11719,4880,309,2499,0,0,0,18,551,0
1413,36081003800,40.6847999,-73.8474941,11416.0,1618,31786,25139,135900,598,43257,42908,173000,758,64732,54947,509100,1198,446,446,467
1414,36081003900,40.7627994,-73.9409316,11106.0,1627,28750,25000,183800,540,36103,32097,0,808,24594,33750,540100,859,381,315,351
1415,36081004001,40.683248,-73.84587490000001,11416.0,1466,43900,28056,155700,612,50859,41436,185100,735,49020,48176,442600,1251,355,398,446
1416,36081004002,40.681538,-73.8429922,11417.0,1082,46353,42896,164203,635,33092,31748,180385,745,60078,61050,520100,1190,207,236,298
1417,36081004200,40.6818145,-73.85796409999999,11416.0,2707,37524,31504,158200,590,37132,33000,171300,754,52681,51603,472000,1097,505,671,722
1418,36081004300,40.7609451,-73.93751429999999,11106.0,2586,20532,13617,350000,300,20000,15456,312500,289,16759,16638,118300,480,1057,1001,1022
1419,36081004401,40.677161600000005,-73.8593737,11417.0,2412,40498,36213,167831,631,37211,35341,189415,848,52750,50438,567300,1141,420,496,535
1420,36081004500,40.7645328,-73.9337656,11106.0,2215,44614,33148,0,414,65288,49668,304300,520,79005,61667,227000,568,570,460,409
1421,36081004700,40.760287899999994,-73.9331578,11106.0,4168,28258,22149,255400,415,29390,23984,239300,470,41800,33324,644700,541,1708,1704,1698
1422,36081005000,40.677710999999995,-73.8549186,11417.0,105,25433,25433,0,525,27411,27411,225000,598,0,0,0,0,15,21,3
1423,36081005100,40.7556398,-73.93213809999999,11101.0,1940,29667,25136,213200,601,35183,36020,220200,773,36932,34755,554800,1136,683,756,640
